BBA_ID,GPS_N,GPS_W,Observer,obscode,Date,Start,Temp,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
44A1211,41.48705,-79.66155,ROGA,17,6/19/08,609,10,0,0,3,0,0,0,0,1,1,0,0,2,0,2,2
44A1214,41.49544,-79.63072,ROGA,17,6/19/08,629,10,0,0,3,0,0,0,0,1,1,0,0,2,0,2,1
44A1302,41.4227,-79.74208,ROGA,17,6/16/08,932,18,1,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A1303,41.4208,-79.72243,ROGA,17,6/12/08,922,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
44A1304,41.43007,-79.74374,ROGA,17,6/16/08,923,18,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A1305,41.44067,-79.74557,ROGA,17,6/16/08,913,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
44A1307,41.45496,-79.73932,ROGA,17,6/16/08,946,19,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
44A1313,41.424,-79.71106,ROGA,17,6/12/08,911,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
44A1401,41.43497,-79.67739,ROGA,17,6/12/08,953,25,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44A1404,41.4535,-79.63499,ROGA,17,6/12/08,812,17,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A1405,41.44363,-79.63723,ROGA,17,6/12/08,824,17,0,0,0,0,0,0,0,1,1,0,0,2,0,4,1
44A1407,41.42916,-79.67963,ROGA,17,6/12/08,941,25,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2
44A1408,41.44212,-79.66952,ROGA,17,6/12/08,1005,26,1,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44A1410,41.41998,-79.64198,ROGA,17,6/12/08,854,20,0,0,0,0,0,0,0,1,1,0,0,2,0,1,5
44A1415,41.44648,-79.62929,ROGA,17,6/12/08,802,17,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A1502,41.40202,-79.72976,ROGA,17,6/10/08,706,21,1,0,3,0,0,0,0,1,1,0,0,2,0,2,5
44A1503,41.41112,-79.69268,ROGA,17,6/10/08,643,21,0,0,3,0,0,0,0,1,1,0,0,0,0,2,1
44A1507,41.3927,-79.70032,ROGA,17,6/10/08,621,21,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
44A1508,41.40925,-79.70711,ROGA,17,6/10/08,632,21,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2
44A1509,41.39318,-79.73449,ROGA,17,6/10/08,715,21,1,0,3,0,0,0,0,1,1,0,0,2,0,2,5
44A1510,41.40891,-79.72878,ROGA,17,6/10/08,656,21,0,0,3,0,0,0,0,1,1,0,0,2,0,2,1
44A1511,41.38774,-79.73957,ROGA,17,6/10/08,723,20,2,0,2,0,0,0,0,1,1,0,0,2,0,2,5
44A1601,41.39692,-79.67189,TOJO,12,6/22/05,538,14,1,0,1,0,0,0,0,1,1,0,0,2,0,2,5
44A1602,41.40533,-79.68513,TOJO,12,6/22/05,538,15,1,0,1,0,0,0,0,0,0,0,0,0,0,3,15
44A1603,41.39518,-79.63462,TOJO,12,6/22/05,617,15,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2
44A1604,41.41257,-79.64874,TOJO,12,6/22/05,555,15,1,0,1,0,0,0,0,1,2,0,0,2,0,1,5
44A1605,41.39494,-79.64741,TOJO,12,6/22/05,606,15,1,0,1,0,0,0,0,1,1,0,0,2,0,1,1
44A1606,41.38331,-79.68217,TOJO,12,6/22/05,518,13,1,0,1,0,0,1,1,0,0,2,0,0,0,1,2
44A1607,41.38026,-79.65487,TOJO,12,6/22/05,729,15,1,0,1,0,0,0,0,1,1,0,0,2,0,1,1
44A1608,41.3845,-79.6688,TOJO,12,6/22/05,524,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2
44A2101,41.46994,-79.58424,ROGA,17,6/19/08,708,11,0,0,3,0,0,0,0,1,1,0,0,2,0,4,1
44A2104,41.49065,-79.61269,ROGA,17,6/19/08,639,10,0,0,3,0,0,0,0,1,1,0,0,2,0,2,5
44A2105,41.48624,-79.60757,ROGA,17,6/19/08,648,10,0,0,0,1,0,0,0,1,1,0,0,2,0,2,1
44A2106,41.47496,-79.58817,ROGA,17,6/19/08,659,11,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A2113,41.46088,-79.58276,ROGA,17,6/19/08,717,11,0,0,3,0,0,0,0,1,1,0,0,2,0,2,1
44A2201,41.47359,-79.53663,ROGA,17,6/19/08,732,12,0,0,3,0,0,0,0,1,1,0,0,2,0,4,5
44A2202,41.47301,-79.51232,ROGA,17,6/12/08,513,14,0,1,0,1,0,0,0,1,1,0,0,2,0,2,5
44A2206,41.47723,-79.51105,ROGA,17,6/19/08,741,12,0,0,3,0,0,0,0,1,1,0,0,2,0,4,1
44A2207,41.46759,-79.55031,ROGA,17,6/12/08,534,14,0,1,0,2,0,0,0,1,1,0,0,2,0,2,7
44A2210,41.4664,-79.53951,ROGA,17,6/12/08,524,13,0,1,0,0,0,0,0,1,1,0,0,2,0,2,5
44A2301,41.42467,-79.59483,ROGA,17,6/12/08,731,16,0,0,0,0,0,1,1,1,1,0,0,2,0,2,1
44A2302,41.43552,-79.56844,ROGA,17,6/12/08,701,14,0,0,0,0,0,0,0,1,1,0,0,2,0,4,1
44A2304,41.4289,-79.60429,ROGA,17,6/12/08,843,19,0,0,0,0,0,0,0,1,1,0,0,2,2,1,5
44A2305,41.44145,-79.59856,ROGA,17,6/12/08,741,16,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A2308,41.41988,-79.58998,ROGA,17,6/12/08,720,15,0,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44A2310,41.44547,-79.61812,ROGA,17,6/12/08,753,16,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A2312,41.42758,-79.57798,ROGA,17,6/12/08,711,14,0,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44A2401,41.45515,-79.5559,ROGA,17,6/12/08,544,14,0,1,0,0,0,0,0,1,1,0,0,2,0,2,1
44A2405,41.43111,-79.54527,ROGA,17,6/12/08,627,13,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A2406,41.43768,-79.54469,ROGA,17,6/12/08,618,13,0,0,2,0,0,0,0,1,1,0,0,2,0,2,7
44A2407,41.42475,-79.53757,ROGA,17,6/12/08,636,13,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44A2409,41.44818,-79.5464,ROGA,17,6/12/08,555,13,0,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44A2411,41.45158,-79.53765,ROGA,17,6/12/08,604,13,0,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44A2412,41.44475,-79.55296,ROGA,17,6/12/08,650,13,0,0,0,1,0,0,0,1,1,0,0,2,0,4,5
44A2501,41.41138,-79.5895,TOJO,12,6/22/05,743,20,2,0,1,0,0,0,0,0,0,0,0,0,0,2,9
44A2502,41.38026,-79.58069,TOJO,12,6/22/05,734,18,1,1,1,0,0,1,1,0,0,0,0,0,1,1,2
44A2503,41.40223,-79.58568,TOJO,12,6/22/05,751,19,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2
44A2504,41.39504,-79.61095,TOJO,12,6/22/05,654,18,,,,0,0,1,1,0,0,0,0,0,0,1,2
44A2505,41.40169,-79.61218,TOJO,12,6/22/05,632,15,1,1,1,0,0,0,0,0,0,0,0,1,0,2,2
44A2506,41.40226,-79.604,TOJO,12,6/22/05,646,15,1,1,1,0,0,0,0,1,1,0,0,2,0,4,5
44A2507,41.38882,-79.59557,TOJO,12,6/22/05,705,16,1,1,1,0,0,0,0,1,1,0,2,2,3,,5
44A2508,41.38254,-79.59263,TOJO,12,6/22/05,720,17,1,1,1,0,0,1,1,0,0,0,0,0,0,3,2
44A2601,41.38647,-79.5123,TOJO,12,6/22/05,832,19,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2
44A2602,41.37972,-79.52096,TOJO,12,6/22/05,810,21,2,0,1,0,0,0,0,1,2,0,0,2,0,3,5
44A2603,41.38645,-79.50561,TOJO,12,6/22/05,823,19,1,0,2,0,0,0,0,1,1,0,0,2,0,2,1
44A2604,41.38695,-79.5518,TOJO,12,6/22/05,934,20,,,,0,0,0,0,0,0,0,0,0,0,1,2
44A2605,41.38691,-79.53357,TOJO,12,6/22/05,924,20,2,0,2,0,0,0,0,0,0,0,0,0,0,1,9
44A2606,41.40437,-79.53289,TOJO,12,6/22/05,915,21,2,0,3,0,0,0,0,1,1,0,0,2,0,4,5
44A2607,41.38186,-79.54101,TOJO,12,6/22/05,947,20,2,0,2,0,0,0,0,0,0,0,0,0,0,1,9
44A2608,41.41323,-79.53149,TOJO,12,6/22/05,900,21,2,0,2,0,0,0,0,1,1,0,0,2,0,1,5
44A3101,41.49855,-79.48109,TOJO,12,6/18/05,537,17,0,1,0,0,0,0,0,1,1,0,0,2,0,4,5
44A3102,41.47011,-79.45609,TOJO,12,6/18/05,612,15,0,1,0,0,0,0,0,1,2,0,0,2,0,3,1
44A3103,41.49037,-79.45051,TOJO,12,6/18/05,626,17,0,1,0,0,0,0,0,1,2,0,0,2,0,1,7
44A3104,41.49216,-79.46252,TOJO,12,6/18/05,525,16,0,1,0,0,0,0,0,1,1,0,0,2,0,1,5
44A3105,41.47258,-79.48925,TOJO,12,6/18/05,516,16,0,1,0,0,0,1,1,1,1,0,0,2,0,1,1
44A3106,41.47025,-79.44885,TOJO,12,6/18/05,602,16,0,1,0,0,0,0,0,1,1,0,0,2,0,1,5
44A3107,41.46997,-79.46001,TOJO,12,6/18/05,550,17,0,1,0,1,1,0,0,1,1,0,0,2,0,2,1
44A3108,41.47885,-79.46922,TOJO,12,6/18/05,507,15,0,1,,0,0,0,0,1,1,0,0,2,0,1,5
44A3201,41.46941,-79.38336,PASW,2,6/28/04,638,14,1,0,3,2,0,0,0,1,1,0,0,2,0,1,7
44A3203,41.49131,-79.4269,PASW,2,6/28/04,540,13,1,0,1,0,0,0,0,1,2,0,0,2,0,4,5
44A3207,41.47631,-79.38137,PASW,2,6/28/04,628,13,1,2,3,1,0,0,0,1,2,0,0,2,0,2,7
44A3208,41.49632,-79.40532,PASW,2,6/28/04,602,13,1,0,1,0,0,0,0,1,1,0,0,2,0,1,1
44A3209,41.48808,-79.37647,PASW,2,6/28/04,617,13,1,0,3,1,0,0,0,1,2,0,0,2,0,3,5
44A3210,41.46127,-79.38368,PASW,2,6/28/04,649,14,1,0,3,2,0,0,0,1,2,0,0,2,0,1,7
44A3211,41.49456,-79.41953,PASW,2,6/28/04,552,13,2,0,1,1,0,1,1,1,1,0,0,0,0,1,15
44A3212,41.46035,-79.39945,PASW,2,6/28/04,704,14,1,0,3,0,0,0,0,1,1,0,0,2,0,4,5
44A3301,41.44314,-79.46645,PASW,2,6/29/04,535,13,1,1,0,3,0,0,0,1,1,0,0,2,0,2,5
44A3302,41.44305,-79.48227,PASW,2,6/29/04,559,13,1,1,3,0,0,0,0,1,1,0,0,2,0,3,5
44A3304,41.45417,-79.4511,PASW,2,6/28/04,723,14,1,2,3,2,0,0,0,1,1,0,0,2,0,2,7
44A3305,41.43497,-79.45008,PASW,2,6/29/04,621,14,2,1,2,0,0,0,0,0,0,0,1,0,0,3,9
44A3306,41.44444,-79.49437,PASW,2,6/29/04,548,14,1,1,3,0,0,0,0,1,1,0,0,2,0,3,5
44A3307,41.43052,-79.46017,PASW,2,6/10/04,611,14,1,1,3,0,0,0,0,1,1,0,3,0,0,2,8
44A3308,41.44824,-79.4573,PASW,2,6/28/04,803,14,1,2,3,1,0,0,0,1,2,0,0,2,0,2,5
44A3309,41.43055,-79.44382,PASW,2,6/29/04,633,14,1,1,2,0,0,0,0,1,1,0,0,2,0,1,5
44A3401,41.44876,-79.3896,BECO,19,6/17/08,522,14,1,0,2,0,0,0,0,1,1,0,0,2,0,3,5
44A3402,41.42182,-79.38979,BECO,19,6/17/08,609,15,0,0,1,0,0,1,1,1,1,0,0,2,0,2,1
44A3403,41.45442,-79.39942,BECO,19,6/17/08,533,14,1,0,2,0,0,1,1,1,1,0,0,2,0,4,1
44A3404,41.42141,-79.42289,BECO,19,6/17/08,557,14,0,0,1,0,0,0,0,1,1,0,0,2,0,2,5
44A3405,41.42342,-79.41075,BECO,19,6/17/08,547,14,1,0,1,0,0,0,0,0,0,0,0,0,0,2,11
44A3502,41.38346,-79.49433,ROGA,17,6/9/08,915,27,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2
44A3506,41.38577,-79.45722,ROGA,17,6/9/08,929,27,1,0,0,2,0,0,0,1,1,0,0,2,0,4,7
44A3507,41.39635,-79.44801,ROGA,17,6/9/08,940,27,2,0,0,3,0,0,0,1,1,0,0,2,0,4,6
44A3509,41.40439,-79.44464,ROGA,17,6/9/08,950,27,2,0,0,2,0,0,0,1,1,0,0,2,0,3,7
44A3510,41.38651,-79.48105,ROGA,17,6/9/08,906,26,2,0,0,0,0,0,0,1,1,0,0,2,0,3,1
44A3513,41.37872,-79.46915,ROGA,17,6/9/08,854,24,2,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44A3514,41.3852,-79.44254,ROGA,17,6/9/08,1004,28,2,0,0,0,0,0,0,1,1,0,0,2,0,3,5
44A3601,41.40314,-79.38817,PASW,2,6/29/04,711,14,2,1,3,1,0,1,1,0,0,0,3,0,0,3,3
44A3602,41.41335,-79.38801,PASW,2,6/29/04,721,15,3,0,3,0,0,0,0,0,0,0,0,0,0,2,9
44A3603,41.39353,-79.41727,PASW,2,6/29/04,810,16,2,0,2,0,0,0,0,1,1,0,0,2,0,4,5
44A3604,41.4,-79.40952,PASW,2,6/29/04,649,14,3,1,2,2,0,1,1,1,2,0,0,2,0,3,1
44A3606,41.38844,-79.38821,PASW,2,6/29/04,745,16,3,1,2,0,0,1,1,1,1,0,0,0,0,1,2
44A3607,41.39682,-79.39147,PASW,2,6/29/04,733,15,3,1,2,0,0,0,0,0,0,0,1,0,0,4,8
44A3610,41.38961,-79.41274,PASW,2,6/29/04,800,16,3,1,2,0,0,0,0,1,1,0,0,2,0,3,5
44A3611,41.40445,-79.40691,PASW,2,6/29/04,659,15,2,1,2,0,0,0,0,1,1,0,0,2,0,3,5
44A4106,41.48972,-79.32843,BECO,19,6/17/08,901,19,2.5,0,3,1,0,1,2,1,1,1,0,1,0,3,15
44A4109,41.48001,-79.34612,BECO,19,6/17/08,914,18,2.5,0,2,3,0,0,0,1,1,0,0,2,0,4,7
44A4113,41.48738,-79.31422,BECO,19,6/17/08,947,20,1,0,3,3,0,0,0,1,1,1,0,2,0,3,7
44A4115,41.48602,-79.33569,BECO,19,6/17/08,935,18,3,0,3,2,0,0,0,1,1,1,0,2,0,3,1
44A4301,41.43448,-79.35587,BECO,19,6/17/08,625,14,0,0,1,1,0,1,1,1,1,0,0,2,0,4,1
44A4302,41.45087,-79.31709,BECO,19,6/17/08,713,15,2,0,2,3,0,0,0,1,1,0,0,2,0,2,6
44A4303,41.43845,-79.3398,BECO,19,6/17/08,638,15,0,0,1,2,0,0,0,1,1,0,0,2,0,2,1
44A4304,41.42748,-79.33381,BECO,19,6/17/08,650,15,0,0,1,2,0,1,1,1,1,0,0,2,0,2,1
44A4305,41.44476,-79.32088,BECO,19,6/17/08,703,15,1,0,2,3,0,0,0,1,1,0,0,2,0,2,6
44A4501,41.38617,-79.34726,BECO,19,6/8/08,902,28,2,0,3,1,0,0,0,1,1,0,0,2,0,3,5
44A4502,41.40499,-79.34515,BECO,19,6/8/08,946,27,3,1,2,1,0,0,0,1,1,0,0,2,0,2,5
44A4504,41.40014,-79.32484,BECO,19,6/8/08,1000,27,2,0,2,3,0,0,0,1,1,0,0,2,0,4,6
44A4505,41.38986,-79.35664,BECO,19,6/8/08,911,30,3,1,3,0,0,0,0,1,1,0,0,2,0,2,7
44A4506,41.40956,-79.31646,BECO,19,6/8/08,1015,28,3,0,1,0,0,0,0,0,0,0,0,0,0,3,9
44A4507,41.39516,-79.39516,BECO,19,6/8/08,925,31,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1
44A4508,41.4,-79.33512,BECO,19,6/8/08,936,28,3,1,3,0,0,0,0,0,0,0,0,0,0,2,11
44B1102,41.34105,-79.73558,ROGA,17,6/10/08,522,19,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15
44B1103,41.36732,-79.7009,ROGA,17,6/10/08,611,20,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2
44B1105,41.34774,-79.70422,ROGA,17,6/10/08,552,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
44B1106,41.35261,-79.73062,ROGA,17,6/10/08,531,19,1,0,1,0,0,0,0,0,0,0,0,0,0,2,9
44B1107,41.33808,-79.74115,ROGA,17,6/10/08,514,19,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9
44B1108,41.36003,-79.70791,ROGA,17,6/10/08,602,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
44B1111,41.36127,-79.72664,ROGA,17,6/10/08,541,19,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
44B1201,41.36102,-79.64628,TOJO,12,6/23/05,550,14,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2
44B1202,41.36256,-79.67979,TOJO,12,6/23/05,611,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9
44B1203,41.34745,-79.63397,TOJO,12,6/23/05,634,14,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2
44B1204,41.36115,-79.63887,TOJO,12,6/23/05,530,12,0,0,1,0,0,0,0,1,2,0,0,2,0,3,5
44B1205,41.35328,-79.63715,TOJO,12,6/23/05,539,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15
44B1206,41.3661,-79.67352,TOJO,12,6/23/05,600,14,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15
44B1207,41.34085,-79.67828,TOJO,12,6/23/05,645,16,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1
44B1208,41.34685,-79.66901,TOJO,12,6/23/05,622,15,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1
44B1301,41.29601,-79.72321,TOJO,12,6/23/05,711,17,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2
44B1302,41.29567,-79.72291,TOJO,12,6/23/05,721,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
44B1303,41.30556,-79.72227,TOJO,12,6/23/05,731,15,0,0,1,2,1,0,0,1,1,0,0,2,0,3,5
44B1304,41.32368,-79.73495,TOJO,12,6/23/05,803,15,0,0,0,3,1,0,0,1,1,0,0,2,0,3,6
44B1305,41.31999,-79.69493,TOJO,12,6/23/05,658,15,0,0,1,1,1,0,0,0,0,0,0,0,0,3,2
44B1306,41.32553,-79.71909,TOJO,12,6/23/05,752,16,0,0,0,0,0,0,0,1,2,0,0,2,0,3,5
44B1307,41.29927,-79.74201,TOJO,12,6/23/05,820,19,0,0,0,0,0,0,0,1,1,0,0,2,0,2,5
44B1308,41.31438,-79.72353,TOJO,12,6/23/05,742,17,0,0,1,2,1,0,0,1,1,0,0,2,0,1,7
44B1402,41.32841,-79.63095,BECO,19,6/4/08,1002,22,0,1,3,0,0,0,0,1,1,0,0,2,0,3,7
44B1403,41.31815,-79.66969,BECO,19,6/4/08,932,21,0,1,3,0,0,0,0,1,1,0,0,2,0,3,5
44B1406,41.29486,-79.64142,BECO,19,6/5/08,516,20,1,1,3,0,0,0,0,1,1,0,0,2,0,2,5
44B1408,41.32486,-79.66019,BECO,19,6/4/08,909,21,0,1,3,0,0,1,1,1,1,0,0,2,0,2,1
44B1409,41.32648,-79.67757,BECO,19,6/4/08,920,21,0,0,3,1,0,1,1,1,1,0,0,2,0,2,1
44B1414,41.32007,-79.64665,BECO,19,6/4/08,952,22,0,1,3,0,0,0,0,1,1,0,0,3,0,3,5
44B1416,41.30456,-79.65218,BECO,19,6/5/08,533,20,2,1,3,0,0,0,0,1,1,0,3,2,0,2,1
44B1501,41.27017,-79.71881,TOJO,12,6/25/05,552,16,0,0,1,0,0,0,0,0,0,0,0,0,0,2,9
44B1503,41.25662,-79.73022,TOJO,12,6/25/05,616,17,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2
44B1504,41.26296,-79.72188,TOJO,12,6/25/05,605,16,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9
44B1505,41.27566,-79.69913,TOJO,12,6/25/05,540,15,0,0,1,0,0,0,0,1,1,0,0,2,0,3,5
44B1506,41.2562,-79.70361,TOJO,12,6/25/05,635,18,0,0,2,0,0,0,0,1,1,0,0,2,0,3,5
44B1507,41.27908,-79.71061,TOJO,12,6/25/05,530,16,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2
44B1508,41.25573,-79.72443,TOJO,12,6/25/05,623,18,0,0,2,0,0,0,0,0,0,0,0,2,0,3,15
44B1509,41.27601,-79.71899,TOJO,12,6/25/05,646,18,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9
44B1603,41.27575,-79.66003,PASW,2,7/2/04,846,17,0,0,0,0,0,0,0,1,1,0,1,2,0,2,5
44B1604,41.2534,-79.66319,PASW,2,7/2/04,943,22,2,0,0,0,0,0,0,1,1,0,0,2,0,3,5
44B1605,41.28244,-79.65858,PASW,2,7/2/04,857,20,0,0,0,0,0,1,1,1,1,0,1,0,0,3,8
44B1606,41.26516,-79.63546,PASW,2,7/2/04,915,22,2,0,0,0,0,0,0,0,0,0,1,0,0,1,11
44B1607,41.25476,-79.67686,PASW,2,7/2/04,954,24,2,0,0,0,0,0,0,1,1,0,0,2,0,3,5
44B1608,41.25222,-79.65264,PASW,2,7/2/04,930,22,1,0,0,0,0,0,0,1,1,0,0,0,0,1,10
44B2102,41.34667,-79.58994,PASW,2,7/2/04,630,15,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2
44B2103,41.36412,-79.61493,PASW,2,7/2/04,558,15,0,1,0,0,0,0,0,1,1,0,0,2,0,3,5
44B2104,41.34198,-79.60132,PASW,2,7/2/04,618,14,1,1,1,0,0,1,1,0,0,0,0,0,0,1,3
44B2105,41.34194,-79.57127,PASW,2,7/2/04,707,17,1,1,0,0,0,0,0,1,1,0,0,2,0,2,5
44B2106,41.3618,-79.57739,PASW,2,7/2/04,641,15,1,1,0,0,0,0,0,1,1,0,0,2,0,1,2
44B2107,41.3634,-79.58972,PASW,2,7/2/04,543,15,0,0,0,0,0,0,0,1,2,0,0,2,0,4,5
44B2108,41.35174,-79.57719,PASW,2,7/2/04,655,16,0,1,0,0,0,1,1,0,0,0,0,0,0,3,9
44B2109,41.3567,-79.6139,PASW,2,7/2/04,724,15,0,1,0,0,0,0,0,1,1,0,0,2,0,3,5
44B2203,41.36184,-79.5539,ROGA,17,6/9/08,809,22,2,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44B2205,41.35133,-79.54736,ROGA,17,6/9/08,737,21,0,0,0,0,0,0,0,1,1,0,0,2,0,3,1
44B2207,41.3647,-79.54391,ROGA,17,6/9/08,748,22,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9
44B2208,41.37095,-79.54088,ROGA,17,6/9/08,821,24,2,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44B2209,41.36466,-79.54351,ROGA,17,6/9/08,758,23,1,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44B2211,41.36428,-79.53373,ROGA,17,6/9/08,831,25,1,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44B2212,41.36152,-79.51237,ROGA,17,6/9/08,841,24,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9
44B2301,41.31091,-79.5732,PASW,2,7/2/04,806,17,0,0,0,1,0,1,1,1,1,0,0,2,0,2,1
44B2304,41.32996,-79.58226,PASW,2,7/2/04,740,17,0,0,0,0,0,0,0,1,1,0,0,2,0,1,5
44B2306,41.32069,-79.58361,PASW,2,7/2/04,751,16,1,0,0,1,0,0,0,1,1,0,0,2,0,1,5
44B2307,41.30115,-79.56728,PASW,2,7/2/04,817,17,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2
44B2308,41.29479,-79.60184,PASW,2,7/2/04,831,17,2,0,0,1,0,1,1,1,1,0,0,0,0,1,2
44B2401,41.32078,-79.5185,ROGA,17,6/9/08,645,21,1,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44B2402,41.31353,-79.50565,ROGA,17,6/9/08,624,20,1,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44B2404,41.31871,-79.55282,ROGA,17,6/9/08,715,20,0,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44B2405,41.32554,-79.53195,ROGA,17,6/9/08,655,20,0,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44B2407,41.31256,-79.55471,ROGA,17,6/9/08,723,20,1,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44B2408,41.32864,-79.54648,ROGA,17,6/9/08,705,20,1,0,0,0,0,0,0,1,1,0,0,2,0,4,5
44B2410,41.31321,-79.5181,ROGA,17,6/9/08,634,21,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15
44B2501,41.25749,-79.61913,TOJO,12,6/24/05,707,16,1,0,0,0,0,0,0,0,0,0,1,0,0,2,11
44B2502,41.26677,-79.59568,TOJO,12,6/24/05,655,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
44B2503,41.27061,-79.60432,TOJO,12,6/24/05,642,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
44B2504,41.27297,-79.57603,TOJO,12,6/24/05,624,12,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7
44B2505,41.28406,-79.60477,TOJO,12,6/24/05,634,12,1,0,0,0,0,0,0,1,1,0,0,2,0,3,1
44B2506,41.26623,-79.57065,TOJO,12,6/24/05,611,14,2,0,0,0,0,0,0,1,1,0,0,2,0,2,1
44B2507,41.26053,-79.57513,TOJO,12,6/24/05,600,15,3,0,1,0,0,0,0,0,0,0,1,0,0,2,8
44B2508,41.26181,-79.6067,TOJO,12,6/24/05,651,14,0,0,0,0,0,0,0,1,3,0,0,2,0,2,5
44B2603,41.27069,-79.51505,ROGA,17,6/14/07,843,18,1,0,3,0,0,0,0,0,0,0,0,0,0,4,15
44B2604,41.26176,-79.53117,ROGA,17,6/14/07,904,18,1,0,2,0,0,0,0,0,0,0,0,0,0,2,15
44B2605,41.26243,-79.52274,ROGA,17,6/14/07,854,18,1,0,2,0,0,1,1,0,0,0,0,0,0,2,2
44B2606,41.27883,-79.51054,ROGA,17,6/14/07,832,17,0,0,3,0,0,0,0,1,1,0,0,0,0,2,5
44B2608,41.26894,-79.53336,ROGA,17,6/14/07,914,17,2,0,3,0,0,0,0,1,1,0,0,2,0,2,1
44B2609,41.27467,-79.53931,ROGA,17,6/14/07,938,19,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2
44B2610,41.28123,-79.53191,ROGA,17,6/14/07,926,18,1,0,3,0,0,0,0,1,1,0,0,2,0,2,1
44B2611,41.25867,-79.51105,ROGA,17,6/14/07,821,17,1,0,2,0,0,0,0,1,1,0,0,0,0,2,1
44B3101,41.35957,-79.46847,PASW,2,7/1/04,532,12,1,1,0,0,0,0,0,0,0,0,0,2,0,1,12
44B3103,41.35629,-79.46091,PASW,2,6/29/04,828,15,3,1,2,0,0,0,0,0,0,0,3,0,0,1,8
44B3104,41.33903,-79.44561,PASW,2,6/29/04,900,15,3,1,3,0,0,1,1,1,1,0,1,2,0,2,5
44B3105,41.33927,-79.4789,PASW,2,7/1/04,545,12,1,1,0,0,0,0,0,1,1,0,0,2,0,1,5
